GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,FlipSelectedPieceBullpenController,123,0,2,0,29,0,5,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,NextLevelController,130,0,4,0,35,0,6,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,SelectPieceBullpenController,143,0,8,0,34,0,8,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,BoardController,21,0,0,0,9,0,4,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,SelectLevelController,135,0,4,0,33,0,6,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,ResetLevelController,148,0,4,0,34,0,6,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.controller,RotateSelectedPieceBullpenController,123,0,2,0,29,0,5,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,ChangeScreenBuilderMove,27,0,4,0,10,0,5,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,BuilderMove,3,0,0,0,1,0,1,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,LevelModeBuilderMove,84,0,24,0,24,0,15,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,BuilderSelectLevelMove,59,0,6,0,11,0,6,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,IncrementPieceBuilderMove,20,0,2,0,8,0,4,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,BuilderSelectTileMove,32,0,4,0,12,0,5,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.controller.moves,BuilderHintTileMove,32,0,4,0,12,0,5,0,3,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,PieceView,323,0,18,0,51,0,15,0,6,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,PlayLevelPanel.new ActionListener() {...},35,0,2,0,8,0,3,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,ErrorDialogBox,9,0,0,0,3,0,2,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,PlayLevelPanel,1068,0,28,0,194,0,31,0,17,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,BoardView,349,0,18,0,58,0,15,0,5,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,JLabelIcon,96,0,0,0,27,0,9,0,9,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,TopLevelApplication,71,0,0,0,19,0,4,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,MainMenu,96,0,0,0,16,0,1,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,BullpenView,309,0,6,0,46,0,9,0,6,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,SplashWindow,163,0,12,0,40,0,8,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.view,LevelSelectPanel,522,0,14,0,66,0,9,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Bullpen,3,35,0,2,1,11,1,7,1,6
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Level,31,51,0,2,7,19,2,12,2,11
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,ReleaseLevel,6,62,2,4,1,17,3,12,1,11
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Board,370,246,46,34,69,42,38,21,11,8
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Kabasuji,326,0,30,0,80,0,27,0,12,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,PuzzleLevel,41,49,7,3,6,14,8,10,4,9
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,LightningBoard,36,157,2,18,12,28,2,11,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,ReleaseBoard,144,47,26,4,32,7,14,4,1,2
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Screen,3,0,0,0,1,0,1,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Builder,814,0,76,0,158,0,60,0,22,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,LightningLevel,51,24,5,1,14,6,13,3,10,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Tile,12,104,4,10,5,34,3,19,1,14
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,Piece,10,284,3,29,3,43,4,22,1,9
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",kabasuji.model,PuzzleBoard,134,47,20,4,19,7,13,4,3,2
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,ErrorDialogBox,9,0,0,0,3,0,2,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderReleaseLevelPanel,1285,0,18,0,200,0,10,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderLightningLevelPanel,843,0,18,0,128,0,10,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderMainMenu,173,0,4,0,25,0,3,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderLevelMode,274,0,6,0,39,0,4,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderReleaseBoardView,582,0,28,0,84,0,24,0,10,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderLevelSelect,302,0,4,0,39,0,3,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,TopLevelApplicationBuilder,75,0,0,0,21,0,4,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderPuzzleLevelPanel,847,0,18,0,127,0,10,0,1,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder.view,BuilderBoardView,304,0,10,0,44,0,9,0,4,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/src",levelbuilder,LBMain,37,0,2,0,9,0,3,0,2,0
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BoardLightningTest,79,625,0,0,16,56,1,2,1,2
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BullpenTest,0,84,0,0,0,15,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,LevelTest,0,727,0,4,0,84,0,5,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,ReleaseLevelTest,27,1023,0,0,7,113,0,4,0,4
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,TileTest,0,265,0,0,0,47,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BoardTest,0,352,0,0,0,36,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BuilderTest,0,5,0,0,0,3,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,PieceTest,0,209,0,8,0,30,0,7,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BoardPuzzleTest,238,696,0,0,52,64,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,PuzzleLevelTest,0,516,0,0,0,70,0,3,0,3
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,LightningLevelTest,58,944,0,0,15,92,0,4,0,4
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.modelTests,BoardReleaseTest,198,1281,0,0,47,113,1,2,1,2
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.testUtilities,TestCaseHelper,70,3,0,0,20,1,5,1,5,1
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.controllerTests,TestBuilder,27,19,0,0,8,17,2,17,2,17
"tests (1) (May 3, 2016 6:56:20 PM)/CS3733_D16_Idomeneus_Kabasuji/tests",kabasuji.controllerTests,TestKabasuji,27,13,0,0,8,11,2,11,2,11
